2,2,68,0,150,1,1
0,0,65,0,0,-1,-1
0.0,0.0,67.0,0.0,212.0,-1.0,1.8250656
0.0,0.0,66.0,0.0,92.0,-1.0,0.2260071
0.0,0.0,66.0,0.0,57.0,-1.0,-0.24030727
0.0,0.0,65.0,0.0,70.0,-1.0,-0.06737125
0.0,0.0,65.0,0.0,58.0,-1.0,-0.22725046
0.0,0.0,64.0,0.0,133.0,-1.0,0.77172804
0.0,0.0,64.0,0.0,38.0,-1.0,-0.49398226
0.0,0.0,64.0,0.0,34.0,-1.0,-0.5472753
0.0,0.0,64.0,0.0,36.0,-1.0,-0.5206288
0.0,0.0,64.0,0.0,40.0,-1.0,-0.4673357
0.0,0.0,64.0,0.0,40.0,-1.0,-0.4673357
0.0,0.0,64.0,0.0,40.0,-1.0,-0.4673357
0.0,0.0,64.0,0.0,40.0,-1.0,-0.4673357
0.0,0.0,68.0,0.0,84.0,-1.0,0.11995387
0.0,0.0,67.0,0.0,67.0,-1.0,-0.106808126
0.0,0.0,67.0,0.0,73.0,-1.0,-0.026868522
0.0,0.0,66.0,0.0,44.0,-1.0,-0.41350973
0.0,0.0,66.0,0.0,56.0,-1.0,-0.25363052
0.0,0.0,66.0,0.0,43.0,-1.0,-0.42683297
0.0,0.0,65.0,0.0,41.0,-1.0,-0.45374596
0.0,0.0,65.0,0.0,54.0,-1.0,-0.2805435
0.0,1.0,64.0,0.0,30.0,-1.0,-0.60039073
